instance,family,m,replicate,data_split,arm,gate,mode,split,nominal_winner,focal_level,focal_certified,focal_certified_volume,focal_boxes,focal_seconds,focal_budget_exhausted,rho_lower,box_budget,witness_level,witness_unique
simplex-10-7,simplex,10,7,test,A0_global_independent,global,independent,widest,8,0.02,False,0.0,300,0.1693923749262467,True,0.0,300,0.1,True
simplex-10-7,simplex,10,7,test,A1_decision_independent,decision,independent,widest,8,0.02,False,4.0531158447265625e-06,300,0.17946437501814216,True,0.011130859375000001,300,0.1,True
simplex-10-7,simplex,10,7,test,A2_decision_joint,decision,joint,widest,8,0.02,True,1.0,83,0.05720287503208965,False,0.020482421875000004,300,0.1,True
simplex-10-7,simplex,10,7,test,A3_decision_joint_relevant,decision,joint,decision,8,0.02,True,1.0,45,0.03315637493506074,False,0.021261718750000002,300,0.1,True
spherical-3-0,spherical,3,0,development,A0_global_independent,global,independent,widest,4,0.02,False,0.0,300,0.19932716607581824,True,0.0,300,0.01,True
spherical-3-0,spherical,3,0,development,A1_decision_independent,decision,independent,widest,4,0.02,False,6.07222318649292e-07,300,0.10197533294558525,True,0.0017792968750000003,300,0.01,True
spherical-3-0,spherical,3,0,development,A2_decision_joint,decision,joint,widest,4,0.02,False,6.4373016357421875e-06,300,0.12816570803988725,True,0.0025585937500000005,300,0.01,True
spherical-3-0,spherical,3,0,development,A3_decision_joint_relevant,decision,joint,decision,4,0.02,False,6.735324859619141e-06,300,0.14225904096383601,True,0.0025585937500000005,300,0.01,True
spherical-3-1,spherical,3,1,development,A0_global_independent,global,independent,widest,6,0.02,False,5.684341886080802e-14,300,0.2812134170671925,True,0.0,300,0.005,True
spherical-3-1,spherical,3,1,development,A1_decision_independent,decision,independent,widest,6,0.02,False,8.094502845779061e-11,300,0.10135341703426093,True,0.0,300,0.005,True
spherical-3-1,spherical,3,1,development,A2_decision_joint,decision,joint,widest,6,0.02,False,2.5029294192790985e-09,300,0.13036391697824,True,0.0,300,0.005,True
spherical-3-1,spherical,3,1,development,A3_decision_joint_relevant,decision,joint,decision,6,0.02,False,3.346940502524376e-09,300,0.1405470420140773,True,0.0,300,0.005,True
spherical-3-2,spherical,3,2,development,A0_global_independent,global,independent,widest,5,0.02,False,0.0,300,0.21146695804782212,True,0.0,300,0.05,True
spherical-3-2,spherical,3,2,development,A1_decision_independent,decision,independent,widest,5,0.02,False,0.00640869140625,300,0.14319166704081,True,0.008792968750000001,300,0.05,True
spherical-3-2,spherical,3,2,development,A2_decision_joint,decision,joint,widest,5,0.02,False,0.23828125,300,0.15813504194375128,True,0.015806640625,300,0.05,True
spherical-3-2,spherical,3,2,development,A3_decision_joint_relevant,decision,joint,decision,5,0.02,False,0.33203125,300,0.1783921669702977,True,0.015027343750000002,300,0.05,True
spherical-3-3,spherical,3,3,calibration,A0_global_independent,global,independent,widest,6,0.02,False,1.4477308241112041e-13,300,0.2978039999725297,True,0.0,300,0.005,True
spherical-3-3,spherical,3,3,calibration,A1_decision_independent,decision,independent,widest,6,0.02,False,2.9976945370435715e-09,300,0.1076487919781357,True,0.0,300,0.005,True
spherical-3-3,spherical,3,3,calibration,A2_decision_joint,decision,joint,widest,6,0.02,False,7.28759914636612e-08,300,0.12984508299268782,True,0.001,300,0.005,True
spherical-3-3,spherical,3,3,calibration,A3_decision_joint_relevant,decision,joint,decision,6,0.02,False,1.7136335372924805e-07,300,0.15124445804394782,True,0.001,300,0.005,True
spherical-3-4,spherical,3,4,test,A0_global_independent,global,independent,widest,4,0.02,False,0.0,300,0.23682362504769117,True,0.0,300,0.1,True
spherical-3-4,spherical,3,4,test,A1_decision_independent,decision,independent,widest,4,0.02,True,1.0,37,0.0192308749537915,False,0.026716796875000004,300,0.1,True
spherical-3-4,spherical,3,4,test,A2_decision_joint,decision,joint,widest,4,0.02,True,1.0,1,0.0011508750030770898,False,0.04619921875000001,300,0.1,True
spherical-3-4,spherical,3,4,test,A3_decision_joint_relevant,decision,joint,decision,4,0.02,True,1.0,1,0.0008873330662027001,False,0.04619921875000001,300,0.1,True
spherical-3-5,spherical,3,5,test,A0_global_independent,global,independent,widest,8,0.02,False,5.773159728050814e-14,300,0.30313895794097334,True,0.0,300,0.2,True
spherical-3-5,spherical,3,5,test,A1_decision_independent,decision,independent,widest,8,0.02,False,0.0380859375,300,0.09720712492708117,True,0.010351562500000001,300,0.2,True
spherical-3-5,spherical,3,5,test,A2_decision_joint,decision,joint,widest,8,0.02,False,0.6015625,300,0.12491216696798801,True,0.018144531250000002,300,0.2,True
spherical-3-5,spherical,3,5,test,A3_decision_joint_relevant,decision,joint,decision,8,0.02,True,1.0,143,0.06665445805992931,False,0.021261718750000002,300,0.2,True
spherical-3-6,spherical,3,6,test,A0_global_independent,global,independent,widest,4,0.02,False,1.3233858453531866e-13,300,0.2593720000004396,True,0.0,300,0.02,True
spherical-3-6,spherical,3,6,test,A1_decision_independent,decision,independent,widest,4,0.02,False,7.450580596923828e-09,300,0.10283770901151001,True,0.0,300,0.02,True
spherical-3-6,spherical,3,6,test,A2_decision_joint,decision,joint,widest,4,0.02,False,1.8719583749771118e-07,300,0.12981162499636412,True,0.001,300,0.02,True
spherical-3-6,spherical,3,6,test,A3_decision_joint_relevant,decision,joint,decision,4,0.02,False,4.041939973831177e-07,300,0.1418745000846684,True,0.001,300,0.02,True
spherical-3-7,spherical,3,7,test,A0_global_independent,global,independent,widest,3,0.02,False,0.0,300,0.09967970894649625,True,0.0,300,0.2,True
spherical-3-7,spherical,3,7,test,A1_decision_independent,decision,independent,widest,3,0.02,True,1.0,119,0.050562791991978884,False,0.023599609375000004,300,0.2,True
spherical-3-7,spherical,3,7,test,A2_decision_joint,decision,joint,widest,3,0.02,True,1.0,1,0.0008803339442238212,False,0.044640625,300,0.2,True
spherical-3-7,spherical,3,7,test,A3_decision_joint_relevant,decision,joint,decision,3,0.02,True,1.0,1,0.0009541249601170421,False,0.044640625,300,0.2,True
spherical-6-0,spherical,6,0,development,A0_global_independent,global,independent,widest,8,0.02,False,0.0,300,0.12976074998732656,True,0.0,300,0.2,True
spherical-6-0,spherical,6,0,development,A1_decision_independent,decision,independent,widest,8,0.02,True,1.0,1,0.001064583077095449,False,0.027496093750000002,300,0.2,True
spherical-6-0,spherical,6,0,development,A2_decision_joint,decision,joint,widest,8,0.02,True,1.0,1,0.0011521250708028674,False,0.05243359375000001,300,0.2,True
spherical-6-0,spherical,6,0,development,A3_decision_joint_relevant,decision,joint,decision,8,0.02,True,1.0,1,0.0011238749139010906,False,0.051654296875000005,300,0.2,True
spherical-6-1,spherical,6,1,development,A0_global_independent,global,independent,widest,8,0.02,False,0.0,300,0.12605624995194376,True,0.0,300,0.1,True
spherical-6-1,spherical,6,1,development,A1_decision_independent,decision,independent,widest,8,0.02,False,0.019775390625,300,0.1461031670914963,True,0.015027343750000002,300,0.1,True
spherical-6-1,spherical,6,1,development,A2_decision_joint,decision,joint,widest,8,0.02,True,1.0,1,0.0011560419807210565,False,0.026716796875000004,300,0.1,True
spherical-6-1,spherical,6,1,development,A3_decision_joint_relevant,decision,joint,decision,8,0.02,True,1.0,1,0.0011227090144529939,False,0.026716796875000004,300,0.1,True
spherical-6-2,spherical,6,2,development,A0_global_independent,global,independent,widest,2,0.02,False,0.0,300,0.13858983293175697,True,0.0,300,0.1,True
spherical-6-2,spherical,6,2,development,A1_decision_independent,decision,independent,widest,2,0.02,True,1.0,113,0.06583945895545185,False,0.021261718750000002,300,0.1,True
spherical-6-2,spherical,6,2,development,A2_decision_joint,decision,joint,widest,2,0.02,True,1.0,1,0.0011657079448923469,False,0.039185546875000005,300,0.1,True
spherical-6-2,spherical,6,2,development,A3_decision_joint_relevant,decision,joint,decision,2,0.02,True,1.0,1,0.001146791037172079,False,0.039185546875000005,300,0.1,True
spherical-6-3,spherical,6,3,calibration,A0_global_independent,global,independent,widest,5,0.02,False,0.0,300,0.1469063750701025,True,0.0,300,0.01,True
spherical-6-3,spherical,6,3,calibration,A1_decision_independent,decision,independent,widest,5,0.02,False,2.42861286636753e-15,300,0.13043512497097254,True,0.001,300,0.01,True
spherical-6-3,spherical,6,3,calibration,A2_decision_joint,decision,joint,widest,5,0.02,False,2.7284841053187847e-12,300,0.15707812493201345,True,0.0017792968750000003,300,0.01,True
spherical-6-3,spherical,6,3,calibration,A3_decision_joint_relevant,decision,joint,decision,5,0.02,False,3.183231456205249e-12,300,0.17122704209759831,True,0.0017792968750000003,300,0.01,True
spherical-6-4,spherical,6,4,test,A0_global_independent,global,independent,widest,8,0.02,False,0.0,300,0.12851499998942018,True,0.0,300,0.1,True
spherical-6-4,spherical,6,4,test,A1_decision_independent,decision,independent,widest,8,0.02,False,9.452924132347107e-08,300,0.13459679193329066,True,0.004896484375000001,300,0.1,True
spherical-6-4,spherical,6,4,test,A2_decision_joint,decision,joint,widest,8,0.02,False,0.00019073486328125,300,0.1631041660439223,True,0.009572265625000001,300,0.1,True
spherical-6-4,spherical,6,4,test,A3_decision_joint_relevant,decision,joint,decision,8,0.02,False,0.000244140625,300,0.17541174998041242,True,0.008792968750000001,300,0.1,True
spherical-6-5,spherical,6,5,test,A0_global_independent,global,independent,widest,9,0.02,False,0.0,300,0.13025208294857293,True,0.0,300,0.1,True
spherical-6-5,spherical,6,5,test,A1_decision_independent,decision,independent,widest,9,0.02,False,1.6689300537109375e-05,300,0.16065129195339978,True,0.007234375000000001,300,0.1,True
spherical-6-5,spherical,6,5,test,A2_decision_joint,decision,joint,widest,9,0.02,False,0.023193359375,300,0.16758479096461087,True,0.013468750000000002,300,0.1,True
spherical-6-5,spherical,6,5,test,A3_decision_joint_relevant,decision,joint,decision,9,0.02,False,0.02130126953125,300,0.17418254108633846,True,0.012689453125000002,300,0.1,True
spherical-6-6,spherical,6,6,test,A0_global_independent,global,independent,widest,5,0.02,False,0.0,300,0.14646458299830556,True,0.0,300,0.05,True
spherical-6-6,spherical,6,6,test,A1_decision_independent,decision,independent,widest,5,0.02,False,6.548361852765083e-11,300,0.14778070896863937,True,0.0025585937500000005,300,0.05,True
spherical-6-6,spherical,6,6,test,A2_decision_joint,decision,joint,widest,5,0.02,False,1.3131648302078247e-07,300,0.1723948330618441,True,0.004896484375000001,300,0.05,True
spherical-6-6,spherical,6,6,test,A3_decision_joint_relevant,decision,joint,decision,5,0.02,False,2.5331974029541016e-07,300,0.18570875003933907,True,0.004896484375000001,300,0.05,True
spherical-6-7,spherical,6,7,test,A0_global_independent,global,independent,widest,6,0.02,False,0.0,300,0.1463797080796212,True,0.0,300,0.1,True
spherical-6-7,spherical,6,7,test,A1_decision_independent,decision,independent,widest,6,0.02,False,1.621246337890625e-05,300,0.16074641700834036,True,0.008013671875000001,300,0.1,True
spherical-6-7,spherical,6,7,test,A2_decision_joint,decision,joint,widest,6,0.02,False,0.017578125,300,0.18565283401403576,True,0.014248046875000002,300,0.1,True
spherical-6-7,spherical,6,7,test,A3_decision_joint_relevant,decision,joint,decision,6,0.02,False,0.0419921875,300,0.19754016702063382,True,0.014248046875000002,300,0.1,True
spherical-10-0,spherical,10,0,development,A0_global_independent,global,independent,widest,5,0.02,False,0.0,300,0.19407275004778057,True,0.0,300,0.05,True
spherical-10-0,spherical,10,0,development,A1_decision_independent,decision,independent,widest,5,0.02,False,0.0,300,0.3118764170212671,True,0.001,300,0.05,True
spherical-10-0,spherical,10,0,development,A2_decision_joint,decision,joint,widest,5,0.02,False,1.0321604682062002e-16,300,0.21776658308226615,True,0.0025585937500000005,300,0.05,True
spherical-10-0,spherical,10,0,development,A3_decision_joint_relevant,decision,joint,decision,5,0.02,False,3.920475055707584e-16,300,0.23701491602696478,True,0.0025585937500000005,300,0.05,True
spherical-10-1,spherical,10,1,development,A0_global_independent,global,independent,widest,2,0.02,False,0.0,300,0.17258845805190504,True,0.0,300,0.01,True
spherical-10-1,spherical,10,1,development,A1_decision_independent,decision,independent,widest,2,0.02,False,0.0,300,0.2503155000740662,True,0.0,300,0.01,True
spherical-10-1,spherical,10,1,development,A2_decision_joint,decision,joint,widest,2,0.02,False,0.0,300,0.26869937498122454,True,0.0017792968750000003,300,0.01,True
spherical-10-1,spherical,10,1,development,A3_decision_joint_relevant,decision,joint,decision,2,0.02,False,0.0,300,0.28176325000822544,True,0.0017792968750000003,300,0.01,True
spherical-10-2,spherical,10,2,development,A0_global_independent,global,independent,widest,7,0.02,False,0.0,300,0.18819258303847164,True,0.0,300,0.1,True
spherical-10-2,spherical,10,2,development,A1_decision_independent,decision,independent,widest,7,0.02,False,0.0,300,0.19126145902555436,True,0.001,300,0.1,True
spherical-10-2,spherical,10,2,development,A2_decision_joint,decision,joint,widest,7,0.02,False,0.0,300,0.20334729203023016,True,0.0017792968750000003,300,0.1,True
spherical-10-2,spherical,10,2,development,A3_decision_joint_relevant,decision,joint,decision,7,0.02,False,0.0,300,0.2195244999602437,True,0.0017792968750000003,300,0.1,True
spherical-10-3,spherical,10,3,calibration,A0_global_independent,global,independent,widest,0,0.02,False,0.0,300,0.18224808399099857,True,0.0,300,0.005,True
